snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_1_S76,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_26,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,MD_6_A10,MD_6_A11,MD_6_A12,MD_6_A8,MD_6_A9,MD_6_B10,MD_6_B11,MD_6_B12,MD_6_B8,MD_6_B9,MD_6_C10,MD_6_C11,MD_6_C12,MD_6_C8,MD_6_C9,MD_6_D10,MD_6_D11,MD_6_D12,MD_6_D8,MD_6_D9,MD_6_E10,MD_6_E11,MD_6_E12,MD_6_E8,MD_6_E9,MD_6_F10,MD_6_F11,MD_6_F12,MD_6_F8,MD_6_F9,MD_6_G10,MD_6_G11,MD_6_G8,MD_6_G9,MD_6_H10,MD_6_H11,MD_6_H7,MD_6_H8,MD_6_H9,MD_7_A1,MD_7_A2,MD_7_A3,MD_7_B1,MD_7_B2,MD_7_C1,MD_7_C2,MD_7_D1,MD_7_D2,MD_7_E1,MD_7_E2,MD_7_F1,MD_7_F2,MD_7_G1,MD_7_G2,MD_7_H1,MD_7_H2,SG19_084_Sal,SG19_116_05_E_coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_C11,W_1_D11,W_1_E11,W_1_F11,W_1_G11,W_1_H11
SIML_2017_22,33399,398,28581,28583,27888,28180,397,28564,394,27092,27953,418,40110,28575,30009,27580,40021,300,389,372,33213,33399,28581,442,297,33204,20,27549,399,28182,26534,27892,372,15059,301,30014,18,28582,29956,29996,290,39979,15066,33321,26821,33218,33309,33321,289,303,33205,33318,28582,40032,27958,397,40042,28550,27961,27957,23393,28416,419,27533,28426,40055,298,27754,297,296,303,296,299,303,297,304,102,301,15067,40074,304,297,33303,302,40067,35349,303,28421,15044,27761,302,35217,28419,26909,33199,296,39756,297,297,32976,299,15063,35366,27955,297,298,33311,33343,302,304,297,28415,302,296,35360,301,33302,33315,30012,15050,28426,28414,28986,28964,312,27662,28981,327,39858,29951,28424,33298,33263,33387,28985,391,33301,391,25801,30004,2,15071,425,298,28138,39979,27579,27581,33305,33975,28172,28145,301,302,39795,0,373,32834,28001,28185,390,26694,40333,433,28186,28186,8761,28214,420,28420,28582,432,432,554,554,555,40071,30485,30487,556,555,556,556,554,555,555,556,556,557,556,470,471,28390,28390,30392,26966,33335,26964,33325,26916,33203
SIML_2017_23,33322,239,28487,28487,27807,28077,237,28469,41,27009,27870,321,40034,28480,29918,27482,39958,357,228,1,33123,33320,28485,345,353,33115,367,27452,240,28081,26447,27790,41,14969,360,29923,360,28486,29863,29904,347,39897,14975,33233,26732,33127,33222,33232,349,362,33116,33233,28487,39960,27874,235,39979,28453,27875,27871,23314,28317,322,27435,28328,39982,357,27655,354,353,359,353,356,359,354,360,370,357,14977,40002,362,355,33208,358,39995,35271,359,28322,14953,27662,359,35143,28321,26810,33110,354,39674,353,355,32884,357,14972,35290,27873,356,355,33218,33265,358,359,356,28316,358,353,35284,358,33210,33221,29923,14959,28327,28314,28897,28867,368,27567,28885,379,39790,29858,28324,33207,33175,33310,28890,231,33210,230,25700,29915,371,14981,329,356,28039,39894,27480,27482,33220,33883,28073,28043,359,359,39717,373,0,32742,27913,28084,229,26596,40260,336,28085,28085,8670,28115,322,28320,28487,335,335,614,612,613,40011,30391,30392,616,615,613,615,612,613,612,615,615,614,614,528,529,28294,28294,30300,26862,33249,26860,33236,26816,33114
SIML_2017_24,29817,32778,32759,32762,33545,32827,32782,32745,32769,33247,33632,32733,38296,32751,31533,33165,37943,32822,32760,32744,29981,29821,32742,32807,32839,29977,32827,33121,32769,32818,33051,33052,32711,32790,32833,31537,32311,32750,31576,31521,32827,37915,32804,28076,32944,29974,28070,28083,32822,32839,29976,28062,32752,37810,33624,32783,37970,32729,33242,33232,28017,32385,32756,33124,32391,37913,32825,33356,32822,32825,32821,32823,32830,32824,32825,32820,32841,32819,32793,37977,32826,32817,28352,32823,37961,36915,32822,32383,32786,33366,32817,36788,32383,33071,29973,32817,38055,32818,32817,29318,32828,32797,36925,33624,32822,32824,28348,29738,32825,32822,32826,32383,32828,32792,36929,32828,28348,28351,31537,32800,32388,32376,33987,33962,32828,33314,33979,32422,37725,31574,32393,29254,28048,29809,33983,32766,29256,32765,30293,31526,32825,32800,32756,32831,32757,37913,33178,33167,28060,30308,32809,32784,32827,32838,38064,32834,32742,0,33662,32818,32762,33019,38350,32764,32819,32825,33258,32845,32751,32384,32757,32770,32770,33067,33057,33058,38082,33459,33462,33067,33064,33062,33069,33060,33069,33057,33069,33060,33063,33063,32963,32964,32964,32963,34258,33173,28080,33168,28070,33097,29972
SIML_2019_02,34382,27948,29482,29479,234,29069,27951,29466,27945,28158,236,27877,40058,29480,30146,26756,39852,27995,27937,27919,33909,34384,29461,27976,28003,33901,27981,26715,27946,29066,28190,28958,27907,27892,27988,30155,27400,29472,30074,30102,27993,39680,27902,33841,28052,33904,33835,33851,27991,28004,33901,33842,29477,39906,232,27947,39847,29432,28616,28613,23247,30267,27922,26704,30280,39912,27988,28584,27992,27992,27987,27992,27994,27992,27998,27984,28013,27983,27898,39893,27987,27992,33572,27991,39848,36095,27983,30273,27892,28587,27986,35946,30272,28278,33902,27992,39555,27987,27988,33735,27995,27898,36106,230,27987,27992,33584,34304,27985,27988,27989,30274,27990,27978,36110,27995,33577,33586,30139,27902,30279,30267,29026,29009,28007,28826,29028,27561,39709,30067,30280,33960,33777,34372,29030,27937,33964,27940,26785,30135,27998,27908,27922,28001,29013,39684,26753,26753,33830,34619,29061,29034,27991,28002,39821,28001,27913,33662,0,29068,27939,28322,40061,27932,29069,29079,27671,29114,27921,30272,29485,27939,27939,28238,28234,28235,39941,31111,31112,28237,28238,28241,28237,28240,28242,28236,28239,28217,28222,28238,28144,28145,29296,29297,30644,28205,33860,28203,33858,28304,33900
SIML_2019_04,33243,28115,28888,28890,28953,64,28117,28878,28107,28408,29021,28079,39990,28894,29373,28462,39864,28157,28106,28083,32991,33238,28899,28133,28160,32988,28167,28427,28112,40,27800,28792,28065,27647,28154,29377,27698,28878,29315,29369,28147,39990,27656,33386,28345,32993,33387,33391,28151,28169,32988,33394,28890,39681,29017,28114,39884,28860,28434,28434,20115,29613,28094,28413,29623,39993,28157,28551,28152,28155,28138,28155,28161,28143,28160,28139,28190,28136,27660,39901,28140,28159,32934,28145,39882,35614,28140,29615,27644,28551,28143,35469,29616,27752,32990,28158,39898,28150,28155,32887,28162,27655,35631,29018,28155,28156,32945,33167,28137,28141,28159,29614,28141,28129,35629,28159,32942,32948,29365,27658,29624,29615,29297,29280,28173,28876,29291,27772,39677,29311,29623,33207,33344,33234,29297,28109,33216,28108,277,29367,28178,27657,28092,28158,92,40001,28461,28457,33386,33797,51,302,28160,28165,39919,28185,28084,32818,29068,0,28107,28242,40371,28103,81,80,28174,157,28093,29614,28890,28105,28104,28400,28396,28397,39906,30407,30407,28401,28401,28396,28402,28398,28398,28398,28402,28386,28383,28399,28302,28303,28094,28092,30429,27812,33408,27807,33399,27769,32988
SIML_2019_05,33347,52,28517,28513,27826,28111,50,28505,252,27024,27894,342,40062,28509,29945,27503,39977,377,5,230,33149,33348,28510,366,374,33139,386,27473,53,28106,26464,27816,230,14988,378,29950,382,28516,29892,29932,368,39916,14998,33257,26754,33150,33235,33257,367,380,33140,33248,28514,39984,27901,48,39994,28476,27892,27889,23331,28339,343,27454,28340,40007,375,27674,374,373,379,373,376,379,374,380,388,377,14994,40031,380,374,33225,378,40020,35297,379,28339,14975,27679,378,35162,28333,26822,33134,373,39700,374,374,32911,376,14992,35307,27890,374,375,33239,33290,378,380,374,28339,378,373,35307,378,33227,33241,29941,14979,28341,28338,28916,28900,390,27606,28919,397,39812,29886,28350,33234,33201,33335,28921,1,33243,1,25732,29933,388,15001,350,375,28063,39914,27501,27497,33232,33914,28095,28068,378,379,39745,390,229,32762,27939,28107,0,26627,40287,357,28109,28112,8688,28137,343,28344,28515,356,356,634,634,635,40022,30418,30413,636,635,636,636,634,635,635,636,636,637,636,550,551,28320,28321,30336,26892,33270,26890,33263,26831,33139
SIML_2019_06,33724,26632,29138,29141,28238,28244,26630,29129,26620,27374,28273,26590,39938,29134,29555,28104,39741,26681,26625,26595,33215,33722,29118,26653,26685,33206,26685,28060,26629,28237,27053,28318,26583,26650,26683,29567,26262,29134,29520,29553,26671,39890,26666,33520,27513,33209,33514,33532,26672,26690,33208,33525,29133,39674,28280,26632,39752,29078,27896,27893,23674,29035,26602,28058,29042,39910,26677,27990,26677,26679,26674,26678,26682,26680,26689,26676,26696,26675,26658,39777,26678,26681,33139,26680,39759,35239,26676,29033,26650,27995,26677,35099,29034,26306,33209,26680,39821,26678,26676,33177,26683,26657,35236,28264,26675,26680,33154,33650,26672,26678,26678,29039,26675,26662,35236,26683,33142,33153,29559,26655,29038,29039,28722,28708,26686,26771,28728,26311,39604,29510,29050,33182,33457,33710,28729,26624,33189,26630,26074,29549,26692,26665,26601,26677,28187,39893,28107,28098,33509,33876,28235,28199,26681,26689,39935,26694,26596,33019,28322,28242,26627,0,40016,26615,28240,28244,26958,28279,26602,29042,29138,26614,26614,26924,26920,26921,39755,30797,30792,26924,26923,26924,26923,26925,26923,26921,26923,26915,26917,26922,26834,26835,28197,28198,30160,27929,33537,27926,33533,26312,33204
SIML_2019_07,37271,40290,40044,40045,39915,40372,40299,40023,40292,39483,40032,40253,24674,40036,39413,40187,24736,40320,40285,40262,38139,37271,40051,40324,40338,38133,40331,40142,40292,40366,39895,39781,40228,40098,40330,39426,39723,40048,39425,39396,40324,24567,40110,38294,40015,38147,38294,38309,40321,40341,38135,38299,40043,25004,40041,40301,24752,39977,40501,40489,34191,39672,40270,40147,39670,24355,40313,40460,40302,40317,40315,40314,40325,40329,40323,40316,40345,40316,40102,24751,40333,40309,37789,40330,24734,42303,40334,39673,40089,40460,40321,42164,39666,40104,38134,40310,24844,40303,40309,38207,40315,40108,42318,40034,40310,40317,37796,37199,40323,40331,40315,39666,40327,40288,42318,40323,37791,37803,39417,40107,39672,39679,40543,40531,40327,40079,40540,39689,24985,39407,39684,37686,38270,37259,40542,40283,37694,40293,36824,39405,40326,40119,40230,40335,40284,24570,40203,40185,38292,37169,40343,40323,40316,40342,24101,40333,40260,38350,40061,40371,40287,40016,0,40283,40371,40360,40455,40375,40268,39672,40041,40279,40270,40557,40555,40556,24804,40583,40608,40558,40556,40559,40559,40559,40560,40551,40559,40553,40549,40554,40465,40466,39919,39918,40712,40457,38306,40454,38313,40131,38131
SIML_2019_08,33344,367,28508,28508,27820,28105,365,28494,359,27019,27891,51,40065,28502,29935,27497,39978,419,356,337,33151,33345,28504,407,415,33143,429,27465,368,28104,26459,27812,337,14988,420,29940,423,28508,29881,29921,409,39904,14997,33262,26758,33153,33240,33262,409,422,33144,33250,28507,39988,27893,363,39996,28477,27889,27886,23333,28344,34,27448,28343,40008,417,27671,416,415,421,415,417,420,415,422,431,419,14994,40021,422,416,33229,420,40009,35298,421,28341,14973,27676,420,35166,28337,26826,33138,415,39697,415,416,32914,417,14992,35310,27889,416,417,33239,33289,420,421,416,28344,420,415,35308,419,33228,33241,29932,14979,28344,28341,28902,28886,431,27592,28902,440,39815,29876,28353,33239,33207,33333,28904,358,33244,358,25731,29924,431,15000,41,416,28061,39903,27496,27496,33236,33916,28094,28066,419,421,39740,433,336,32764,27932,28103,357,26615,40283,0,28108,28110,8685,28136,34,28347,28509,47,47,675,676,677,40022,30421,30416,678,677,677,676,676,676,676,676,676,678,676,591,592,28316,28314,30308,26894,33272,26892,33268,26837,33142
SIML_2019_09,33249,28118,28891,28894,28957,92,28118,28880,28108,28411,29022,28080,39992,28897,29382,28464,39862,28158,28108,28084,32997,33244,28901,28135,28164,32992,28172,28428,28113,84,27808,28798,28067,27651,28157,29386,27702,28883,29323,29374,28149,39983,27659,33391,28341,32999,33393,33396,28153,28171,32993,33398,28893,39691,29020,28118,39882,28863,28444,28444,20119,29615,28096,28414,29628,39990,28158,28555,28154,28157,28143,28156,28163,28147,28161,28144,28191,28142,27662,39905,28143,28160,32932,28147,39882,35617,28143,29618,27647,28556,28145,35471,29620,27753,32995,28158,39902,28154,28155,32887,28163,27658,35633,29020,28156,28156,32940,33173,28141,28145,28159,29618,28144,28131,35632,28160,32939,32943,29373,27660,29630,29619,29298,29284,28176,28880,29294,27777,39673,29321,29629,33208,33347,33240,29298,28110,33216,28110,281,29375,28179,27659,28094,28159,102,39994,28462,28460,33392,33802,84,309,28161,28169,39924,28186,28085,32819,29069,81,28109,28240,40371,28108,0,0,28172,166,28094,29618,28893,28107,28106,28401,28397,28398,39912,30407,30409,28402,28402,28399,28403,28399,28399,28400,28403,28390,28389,28399,28304,28305,28096,28094,30432,27812,33412,27809,33402,27770,32991
SIML_2019_10,33242,28120,28891,28891,28961,92,28119,28883,28108,28412,29031,28083,39982,28895,29376,28468,39861,28161,28111,28086,33001,33237,28897,28138,28166,32997,28174,28433,28116,84,27807,28805,28070,27654,28158,29380,27705,28884,29318,29373,28151,39979,27662,33389,28342,33002,33386,33394,28152,28172,32997,33396,28888,39674,29027,28119,39873,28862,28443,28444,20122,29621,28096,28419,29629,39980,28158,28556,28156,28158,28144,28157,28163,28150,28164,28145,28191,28143,27663,39892,28143,28163,32928,28150,39872,35610,28146,29622,27650,28557,28148,35464,29621,27757,32997,28161,39890,28155,28158,32892,28164,27661,35627,29022,28156,28159,32942,33164,28144,28148,28159,29622,28147,28134,35626,28161,32934,32945,29365,27660,29629,29622,29301,29288,28179,28880,29301,27780,39667,29315,29632,33210,33347,33232,29303,28112,33218,28113,281,29367,28179,27662,28095,28160,102,39989,28466,28462,33385,33798,84,309,28162,28170,39910,28186,28085,32825,29079,80,28112,28244,40360,28110,0,0,28175,166,28097,29622,28891,28110,28109,28401,28401,28402,39896,30405,30406,28403,28403,28402,28403,28403,28402,28401,28403,28390,28393,28399,28308,28309,28103,28101,30434,27815,33410,27810,33402,27775,32997
SIML_2019_11,33685,8700,28671,28671,27563,28169,8698,28652,8692,27640,27626,8669,40183,28667,30205,27850,40136,8753,8689,8670,33447,33686,28656,8731,8748,33436,8751,27820,8701,28170,27112,28079,8670,14711,8754,30211,8608,28659,30153,30190,8742,40111,14719,33498,26728,33452,33509,33501,8745,8756,33437,33509,28670,40157,27631,8697,40151,28632,28067,28063,23412,28362,8671,27804,28367,40114,8752,27987,8749,8749,8754,8749,8752,8754,8750,8754,8766,8751,14721,40173,8756,8750,33487,8753,40160,35683,8754,28363,14706,27994,8753,35563,28361,26975,33441,8749,39923,8748,8750,33167,8752,14717,35697,27628,8751,8751,33497,33634,8753,8753,8751,28361,8753,8731,35695,8754,33489,33500,30207,14714,28368,28360,29221,29198,8763,27728,29216,8615,39955,30148,28370,33662,33441,33673,29219,8689,33668,8689,25857,30197,8759,14723,8678,8750,28124,40110,27850,27850,33504,34267,28168,28130,8754,8753,39866,8761,8670,33258,27671,28174,8688,26958,40455,8685,28172,28175,0,28209,8671,28366,28669,8685,8685,8998,8995,8996,40231,30736,30730,8998,8997,8996,8997,8995,8996,8995,8997,8992,8992,8996,8910,8911,28136,28134,30792,27172,33518,27171,33508,26979,33439
SIML_2019_12,33270,28146,28925,28927,28998,170,28148,28914,28136,28440,29067,28109,39996,28929,29416,28505,39877,28187,28136,28113,33009,33264,28933,28164,28193,33006,28201,28471,28142,161,27839,28835,28095,27672,28187,29421,27731,28915,29357,29413,28178,40012,27678,33407,28378,33012,33410,33410,28181,28201,33006,33414,28926,39686,29063,28148,39898,28897,28476,28476,20169,29651,28124,28457,29667,39995,28189,28583,28182,28185,28171,28184,28190,28176,28189,28172,28219,28170,27682,39909,28174,28188,32957,28176,39893,35619,28173,29657,27666,28586,28175,35477,29657,27789,33008,28188,39907,28181,28185,32849,28191,27677,35638,29062,28189,28186,32966,33194,28172,28174,28190,29652,28174,28160,35637,28188,32961,32969,29411,27678,29664,29652,29335,29315,28205,28911,29326,27806,39680,29355,29662,33232,33364,33260,29334,28140,33239,28138,350,29411,28209,27679,28122,28190,165,40012,28504,28499,33409,33812,161,373,28191,28197,39924,28214,28115,32845,29114,157,28137,28279,40375,28136,166,166,28209,0,28124,29653,28924,28136,28135,28428,28424,28425,39923,30424,30424,28430,28430,28425,28429,28425,28426,28426,28429,28416,28416,28425,28331,28332,28105,28103,30459,27845,33427,27840,33417,27805,33006
SIML_2019_13,33328,353,28496,28494,27811,28093,351,28482,344,27008,27879,37,40051,28489,29923,27484,39962,405,342,323,33137,33329,28492,393,401,33128,415,27455,354,28091,26448,27800,323,14975,407,29928,409,28496,29869,29909,395,39894,14984,33247,26743,33139,33228,33247,396,409,33129,33240,28494,39972,27882,349,39981,28464,27879,27875,23324,28330,0,27437,28332,39991,404,27660,402,401,407,401,404,407,402,408,418,405,14982,40005,409,402,33212,406,39995,35280,407,28330,14961,27666,406,35148,28324,26816,33122,401,39680,401,402,32900,404,14979,35292,27878,403,403,33225,33272,406,407,403,28330,406,401,35291,406,33214,33228,29920,14967,28332,28329,28893,28875,417,27578,28894,426,39799,29863,28341,33222,33192,33316,28897,344,33227,344,25720,29912,418,14988,17,403,28048,39892,27482,27483,33225,33899,28081,28052,406,407,39723,420,322,32751,27921,28093,343,26602,40268,34,28094,28097,8671,28124,0,28335,28495,23,23,662,662,663,40006,30410,30405,665,664,663,663,662,663,662,663,663,664,662,578,579,28301,28299,30294,26882,33261,26880,33253,26824,33128
SIML_2019_14,33283,28360,30102,30096,30161,29622,28361,30091,28350,29259,30219,28317,39322,30104,28793,29699,38911,28408,28343,28325,32237,33281,30101,28381,28415,32229,28412,29667,28354,29615,28567,29962,28303,28742,28414,28800,27978,30091,28846,28783,28407,39301,28746,32736,28626,32233,32725,32736,28404,28419,32231,32730,30096,39112,30220,28362,38895,30082,28782,28770,25003,0,28335,29653,30,39205,28404,29488,28404,28409,28397,28404,28414,28403,28413,28395,28425,28392,28748,38957,28399,28407,32306,28405,38912,35804,28396,5,28733,29491,28398,35687,5,29386,32231,28406,39046,28400,28401,31957,28413,28746,35822,30212,28402,28408,32318,33201,28397,28395,28405,5,28400,28377,35823,28411,32306,32317,28787,28752,28,19,30142,30125,28413,29152,30144,27998,38907,28841,37,32761,32659,33269,30142,28346,32766,28348,27188,28785,28412,28750,28331,28412,29571,39303,29704,29701,32721,33137,29608,29575,28410,28416,39191,28420,28320,32384,30272,29614,28344,29042,39672,28347,29618,29622,28366,29653,28335,0,30100,28348,28348,28638,28635,28636,39044,31555,31559,28638,28638,28642,28641,28641,28645,28633,28641,28630,28641,28634,28544,28545,29089,29087,31157,28830,32748,28827,32740,29395,32226
SIML_2019_15,33386,28525,11,9,29391,28884,28524,5,28508,29251,29464,28455,40075,13,30263,28871,39774,28560,28513,28488,32777,33387,89,28549,28566,32767,28572,28840,28523,28886,28645,29131,28469,28614,28555,30271,28058,29,30211,30220,28558,39877,28622,33080,28948,32771,33071,33087,28560,28574,32764,33087,7,39812,29462,28519,39796,220,29151,29144,24466,30100,28497,28827,30114,39787,28560,29233,28557,28559,28555,28558,28560,28560,28563,28556,28583,28556,28619,39819,28559,28564,32623,28560,39797,35316,28557,30106,28600,29239,28561,35176,30108,28775,32773,28562,39521,28557,28559,32748,28565,28619,35327,29461,28558,28560,32636,33331,28554,28557,28560,30104,28555,28539,35334,28561,32629,32636,30260,28606,30114,30103,29923,29903,28583,28920,29917,28192,39573,30207,30116,33292,33048,33378,29923,28517,33302,28519,26535,30256,28580,28625,28492,28567,28838,39876,28872,28862,33068,33925,28878,28852,28562,28571,39811,28582,28487,32757,29485,28890,28515,29138,40041,28509,28893,28891,28669,28924,28495,30100,0,28511,28511,28817,28816,28817,39879,30908,30912,28820,28819,28817,28818,28817,28816,28816,28818,28812,28812,28817,28726,28727,29650,29647,30616,28386,33095,28381,33092,28794,32767
Seagull_18_100_1_S16,33341,366,28511,28510,27826,28107,364,28497,358,27020,27895,50,40063,28505,29935,27500,39973,418,355,336,33155,33342,28506,406,414,33147,428,27470,367,28103,26463,27816,336,14987,419,29939,422,28510,29879,29920,408,39906,14996,33261,26756,33157,33243,33261,408,421,33148,33252,28509,39987,27896,362,39993,28479,27892,27888,23336,28345,23,27453,28346,40002,416,27673,415,414,420,414,416,419,414,421,430,418,14994,40017,421,415,33231,419,40007,35295,420,28343,14972,27679,419,35165,28339,26828,33142,414,39697,414,415,32918,416,14991,35308,27893,415,416,33241,33286,419,420,415,28345,419,414,35305,418,33230,33243,29931,14979,28346,28341,28906,28888,430,27591,28904,439,39810,29875,28353,33239,33206,33330,28907,357,33244,357,25729,29923,430,14999,30,415,28060,39904,27499,27499,33238,33914,28093,28066,418,420,39738,432,335,32770,27939,28105,356,26614,40279,47,28107,28110,8685,28136,23,28348,28511,0,0,674,674,675,40018,30422,30417,676,675,675,675,674,674,674,675,675,676,675,589,590,28315,28315,30308,26895,33273,26893,33267,26838,33146
Seagull_18_100_2_S17,33342,366,28510,28509,27826,28106,364,28496,358,27019,27895,50,40053,28504,29935,27500,39965,418,355,336,33155,33342,28505,406,414,33147,428,27470,367,28102,26462,27812,336,14987,419,29939,422,28509,29879,29920,408,39906,14996,33261,26753,33154,33242,33261,408,421,33148,33251,28508,39978,27896,362,39985,28478,27891,27888,23336,28346,23,27453,28347,39993,416,27673,415,414,420,414,416,419,414,421,430,418,14994,40009,421,415,33232,419,39999,35295,420,28340,14972,27679,419,35165,28340,26821,33142,414,39698,414,415,32918,416,14991,35308,27892,415,416,33242,33286,419,420,415,28346,419,414,35302,418,33231,33241,29931,14979,28346,28338,28906,28888,430,27591,28904,439,39802,29875,28353,33239,33206,33331,28907,357,33244,357,25728,29923,430,14999,30,415,28059,39904,27499,27499,33237,33915,28092,28065,418,420,39732,432,335,32770,27939,28104,356,26614,40270,47,28106,28109,8685,28135,23,28348,28511,0,0,674,675,676,40011,30418,30413,677,676,676,675,675,675,675,675,675,677,675,590,591,28316,28314,30309,26896,33272,26894,33267,26837,33146
Seagull_18_117_1_S21,33628,644,28816,28818,28128,28394,643,28799,635,27274,28194,660,40337,28810,30227,27798,40246,512,633,613,33446,33626,28814,684,508,33439,550,27768,645,28397,26770,28119,611,15304,513,30232,538,28817,30172,30213,502,40203,15310,33554,27047,33451,33541,33554,502,515,33438,33551,28817,40262,28196,641,40267,28784,28197,28193,23613,28636,661,27752,28646,40285,510,27969,509,508,515,508,510,514,508,516,553,513,15311,40289,516,509,33530,514,40282,35595,515,28641,15288,27976,514,35467,28639,27136,33432,508,39974,508,509,33202,510,15307,35616,28196,509,510,33541,33574,514,515,509,28633,514,508,35609,512,33532,33545,30232,15293,28646,28632,29214,29191,524,27887,29206,535,40090,30167,28642,33534,33496,33616,29213,635,33537,635,25996,30224,552,15315,668,509,28354,40202,27796,27797,33539,34203,28387,28359,512,514,40013,554,614,33067,28238,28400,634,26924,40557,675,28401,28401,8998,28428,662,28638,28817,674,674,0,0,1,40294,30707,30709,2,1,1,1,0,0,0,1,1,2,1,0,1,28620,28620,30625,27178,33570,27174,33558,27143,33438
Seagull_18_117_2_S22,33625,645,28816,28814,28125,28395,642,28801,635,27271,28190,661,40338,28806,30222,27791,40241,512,634,613,33446,33624,28810,685,508,33436,550,27761,646,28394,26767,28118,612,15301,513,30228,538,28816,30170,30210,502,40188,15309,33556,27043,33446,33536,33555,502,515,33436,33548,28813,40259,28193,640,40259,28782,28181,28177,23606,28632,661,27743,28637,40282,510,27958,510,508,516,508,510,515,508,517,553,514,15308,40285,516,510,33523,515,40275,35590,516,28634,15287,27964,514,35456,28630,27129,33430,508,39974,509,509,33200,510,15305,35604,28187,509,510,33534,33567,515,516,509,28632,514,508,35600,512,33522,33536,30224,15291,28636,28629,29203,29188,525,27885,29205,535,40086,30164,28641,33526,33498,33612,29208,635,33531,635,25994,30216,552,15315,668,509,28349,40186,27790,27790,33532,34202,28382,28355,512,514,40016,554,612,33057,28234,28396,634,26920,40555,676,28397,28401,8995,28424,662,28635,28816,674,675,0,0,1,40286,30704,30708,2,1,1,1,0,0,0,1,1,2,1,0,1,28615,28613,30623,27175,33569,27174,33560,27137,33436
